id,event_id,latitude,longitude,type,area,date_time,slope,state,country,fips,scc,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,consumption_flaming,consumption_smoldering,consumption_residual,consumption_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,heat,pm25,pm10,co,co2,ch4,nox,nh3,so2,voc,dum1,event_name,event_url,provincename,server,stream_name,timezone
SF11C281851419916989810,SF11E2027901,49.879,-115.34,WF,673.905795063,201709030000-07:00,10.0,BC,Canada,CA02,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,16.0974088701,1.60733267402,0.0,17.9578797232,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,70211118626.33492,96.99006899999999,114.448285,1006.496362,19405.143706,52.128809000000004,27.236025,16.781478999999997,11.69271,241.23379200000005,61c65974-5588-4b38-8e82-aca9d824bf7d,Unknown Fire,http://tomcat-sf/smartfire/events/61c65974-5588-4b38-8e82-aca9d824bf7d,BRITISH COLUMBIA,tomcat-sf,CWFIS-Hotspots,-7.0
SF11C281851519916989810,SF11E2076251,55.519,-103.453,WF,914.808831,201709030000-06:00,10.0,SK,Canada,CA11,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,9.97432632097,1.73571846515,0.0,12.8166730861,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,68008838009.3335,92.836218,109.54675099999999,988.785462,17264.857399999997,50.52488500000001,23.523308,16.423373,10.498205,236.086046,a4e67e23-c0f4-4b0e-a62d-4677449fe522,Unknown Fire,http://tomcat-sf/smartfire/events/a4e67e23-c0f4-4b0e-a62d-4677449fe522,SASKATCHEWAN,tomcat-sf,CWFIS-Hotspots,-6.0
SF11C281851619916989810,SF11E1999987,55.297,-102.854,WF,15678.7128718,201709030000-06:00,10.0,SK,Canada,CA11,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,9.08397589772,2.66244517951,0.0,15.5112473248,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,1326813456841.8186,1731.1357709999995,2042.7402170000003,18997.307185000005,293110.935845,955.9906370000002,382.571915,314.191016,180.48538,4516.495796000001,478f1f41-6a42-49d4-81ce-f2a850184a0d,Unknown Fire,http://tomcat-sf/smartfire/events/478f1f41-6a42-49d4-81ce-f2a850184a0d,SASKATCHEWAN,tomcat-sf,CWFIS-Hotspots,-6.0
SF11C281851719916989810,SF11E2075147,56.5,-101.92,WF,105.785813606,201709030000-06:00,10.0,MB,Canada,CA03,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,8.72605155455,2.56920427023,0.0,14.3933925683,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,2378889195.257207,11.240451999999998,13.263721999999998,123.38558100000002,1901.4444390000003,6.208181,2.480667999999999,2.040568,1.170975,29.333032999999993,59e4d414-fb8c-4673-9d16-9e3de36ebd6a,Unknown Fire,http://tomcat-sf/smartfire/events/59e4d414-fb8c-4673-9d16-9e3de36ebd6a,MANITOBA,tomcat-sf,CWFIS-Hotspots,-6.0
SF11C281851819916989810,SF11E2000002,54.83,-102.673,WF,8730.25782127,201709030000-06:00,10.0,SK,Canada,CA11,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,12.665301716,2.4192568608,0.0,16.6199340733,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,976057645159.2255,1156.2395540000002,1364.362663,12376.912383,211832.435922,630.8020079999998,286.76029099999994,205.42682399999995,129.05825,2953.010551,c033dc9e-2f73-4a0c-b114-b6b5d4f7cd85,Unknown Fire,http://tomcat-sf/smartfire/events/c033dc9e-2f73-4a0c-b114-b6b5d4f7cd85,SASKATCHEWAN,tomcat-sf,CWFIS-Hotspots,-6.0
SF11C281851919916989810,SF11E1999987,55.241,-103.154,WF,7001.73097064,201709030000-06:00,10.0,SK,Canada,CA11,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,12.3057224449,2.54017552143,0.0,17.1853539573,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,758089743753.8573,923.0652459999999,1089.2169900000001,9923.501630999997,166917.19108699998,504.6449590000001,224.659831,164.60401299999998,101.86804799999999,2366.1826859999996,478f1f41-6a42-49d4-81ce-f2a850184a0d,Unknown Fire,http://tomcat-sf/smartfire/events/478f1f41-6a42-49d4-81ce-f2a850184a0d,SASKATCHEWAN,tomcat-sf,CWFIS-Hotspots,-6.0
SF11C281852019916989810,SF11E1999987,55.251,-102.817,WF,1882.79473999,201709030000-06:00,10.0,SK,Canada,CA11,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,10.5933371576,2.91086009393,0.0,17.6177057496,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,169616724829.87848,236.35271199999997,278.8961999999999,2583.6302460000006,40538.244366,130.27228499999998,53.243428,42.75349600000001,24.917110999999995,614.5814819999999,478f1f41-6a42-49d4-81ce-f2a850184a0d,Unknown Fire,http://tomcat-sf/smartfire/events/478f1f41-6a42-49d4-81ce-f2a850184a0d,SASKATCHEWAN,tomcat-sf,CWFIS-Hotspots,-6.0
SF11C281852119916989810,SF11E1999987,55.24,-102.82,WF,104.599707777,201709030000-06:00,10.0,SK,Canada,CA11,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,3.65637658447,4.03197733053,0.0,17.6908867453,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,1193865378.735305,9.798713,11.562491999999999,116.07711500000002,1218.4602019999998,5.6227550000000015,1.3084940000000003,1.8997809999999995,0.7881110000000001,27.309294,478f1f41-6a42-49d4-81ce-f2a850184a0d,Unknown Fire,http://tomcat-sf/smartfire/events/478f1f41-6a42-49d4-81ce-f2a850184a0d,SASKATCHEWAN,tomcat-sf,CWFIS-Hotspots,-6.0
SF11C281852219916989810,SF11E2000002,54.905,-102.771,WF,2196.59386332,201709030000-06:00,10.0,SK,Canada,CA11,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,15.728834102,1.74281873277,0.0,17.3042035517,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,286242279889.125,315.19469599999996,371.92974100000004,3285.0751160000004,62329.98457300001,169.75779900000006,87.08673400000002,54.73747499999999,37.61057200000002,786.8512789999999,c033dc9e-2f73-4a0c-b114-b6b5d4f7cd85,Unknown Fire,http://tomcat-sf/smartfire/events/c033dc9e-2f73-4a0c-b114-b6b5d4f7cd85,SASKATCHEWAN,tomcat-sf,CWFIS-Hotspots,-6.0
SF11C281852319916989810,SF11E2000002,54.83,-102.655,WF,209.199415555,201709030000-06:00,10.0,SK,Canada,CA11,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,17.5378008434,1.28615343563,0.0,16.8013618178,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,10168099687.566023,31.184632,36.79785699999999,319.96225899999996,6427.406086,16.670302,9.123048,5.343813999999999,3.859194999999999,76.81728700000002,c033dc9e-2f73-4a0c-b114-b6b5d4f7cd85,Unknown Fire,http://tomcat-sf/smartfire/events/c033dc9e-2f73-4a0c-b114-b6b5d4f7cd85,SASKATCHEWAN,tomcat-sf,CWFIS-Hotspots,-6.0
SF11C281852419916989810,SF11E1999987,55.365,-103.108,WF,830.842422536,201709030000-06:00,10.0,SK,Canada,CA11,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,14.1992766274,2.31027569157,0.0,17.209684339,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,85600371156.76645,117.809506,139.01522099999997,1250.3707200000001,22136.090256,64.00731,30.292496,20.778820999999997,13.442496000000002,298.69558,478f1f41-6a42-49d4-81ce-f2a850184a0d,Unknown Fire,http://tomcat-sf/smartfire/events/478f1f41-6a42-49d4-81ce-f2a850184a0d,SASKATCHEWAN,tomcat-sf,CWFIS-Hotspots,-6.0
SF11C281852519916989810,SF11E1999987,55.282,-103.199,WF,2091.99415555,201709030000-06:00,10.0,SK,Canada,CA11,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,15.8897372087,1.94792639112,0.0,17.4102116423,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,274987464267.13513,309.7724229999999,365.53146999999996,3242.9702850000003,60514.93895899999,167.19412400000004,84.14394699999997,54.000436,36.569962000000004,776.2561800000002,478f1f41-6a42-49d4-81ce-f2a850184a0d,Unknown Fire,http://tomcat-sf/smartfire/events/478f1f41-6a42-49d4-81ce-f2a850184a0d,SASKATCHEWAN,tomcat-sf,CWFIS-Hotspots,-6.0
SF11C281852619916989810,SF11E2065464,55.029,-102.937,WF,1243.28601396,201709030000-06:00,10.0,SK,Canada,CA11,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,16.0249456504,2.12549886298,0.0,17.9647783127,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,156145815077.16882,188.995514,223.01471500000002,1985.7776390000001,36549.306098999994,102.18532099999999,50.614574,33.04857700000001,22.114874000000007,475.0732980000001,7ce075bb-9f56-4f26-8e67-84c037718b3d,Unknown Fire,http://tomcat-sf/smartfire/events/7ce075bb-9f56-4f26-8e67-84c037718b3d,SASKATCHEWAN,tomcat-sf,CWFIS-Hotspots,-6.0
SF11C281852719916989810,SF11E2000002,54.98,-102.625,WF,418.398831109,201709030000-06:00,10.0,SK,Canada,CA11,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,17.4610860369,1.4215178697,0.0,17.0221315511,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,32221814890.65613,63.077554,74.43151900000001,649.5203919999999,12880.760261000001,33.77687200000001,18.219833000000005,10.842055000000004,7.742453000000001,155.854671,c033dc9e-2f73-4a0c-b114-b6b5d4f7cd85,Unknown Fire,http://tomcat-sf/smartfire/events/c033dc9e-2f73-4a0c-b114-b6b5d4f7cd85,SASKATCHEWAN,tomcat-sf,CWFIS-Hotspots,-6.0
SF11C281852819916989810,SF11E1999987,55.292,-103.166,WF,394.034240543,201709030000-06:00,10.0,SK,Canada,CA11,2810001000,7.0,8.0,9.0,12.0,80.0,40.0,10.0665545604,2.80848290376,0.0,17.3815905348,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,20,5,8,17478357359.767628,47.28222400000001,55.79301899999999,517.326404,8085.282079000001,26.072595999999997,10.603930999999996,8.559522999999997,4.971743000000001,123.04315499999998,478f1f41-6a42-49d4-81ce-f2a850184a0d,Unknown Fire,http://tomcat-sf/smartfire/events/478f1f41-6a42-49d4-81ce-f2a850184a0d,SASKATCHEWAN,tomcat-sf,CWFIS-Hotspots,-6.0
