id,event_id,latitude,longitude,type,area,date_time,slope,state,county,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,VEG,canopy,event_url,fccs_number,owner,sf_event_guid,sf_server,sf_stream_name
SF11C322630218596134930,SF11E1898475,52.19,-113.15,RX,99.9999997516,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/9e9ee286-17d1-47c2-9cbc-7fbe5d874d9c,,,9e9ee286-17d1-47c2-9cbc-7fbe5d874d9c,128.208.123.111,realtime
SF11C322630218596134930,SF11E1898475,52.19,-113.15,RX,99.9999997516,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/9e9ee286-17d1-47c2-9cbc-7fbe5d874d9c,,,9e9ee286-17d1-47c2-9cbc-7fbe5d874d9c,128.208.123.111,realtime
SF11C322630318596134930,SF11E1896198,53.719,-123.865,RX,299.999999255,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/1a5e1edf-32f3-4e4d-93db-8287b84b1304,,,1a5e1edf-32f3-4e4d-93db-8287b84b1304,128.208.123.111,realtime
SF11C322630318596134930,SF11E1896198,53.719,-123.865,RX,299.999999255,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/1a5e1edf-32f3-4e4d-93db-8287b84b1304,,,1a5e1edf-32f3-4e4d-93db-8287b84b1304,128.208.123.111,realtime
SF11C322630418596134930,SF11E1896198,53.657,-123.959,RX,299.999999255,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/1a5e1edf-32f3-4e4d-93db-8287b84b1304,,,1a5e1edf-32f3-4e4d-93db-8287b84b1304,128.208.123.111,realtime
SF11C322630418596134930,SF11E1896198,53.657,-123.959,RX,299.999999255,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/1a5e1edf-32f3-4e4d-93db-8287b84b1304,,,1a5e1edf-32f3-4e4d-93db-8287b84b1304,128.208.123.111,realtime
SF11C322630518596134930,SF11E1896198,53.696,-123.912,RX,99.9999997516,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/1a5e1edf-32f3-4e4d-93db-8287b84b1304,,,1a5e1edf-32f3-4e4d-93db-8287b84b1304,128.208.123.111,realtime
SF11C322630518596134930,SF11E1896198,53.696,-123.912,RX,99.9999997516,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/1a5e1edf-32f3-4e4d-93db-8287b84b1304,,,1a5e1edf-32f3-4e4d-93db-8287b84b1304,128.208.123.111,realtime
SF11C322630618596134930,SF11E1896198,53.75,-123.916,RX,99.9999997516,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/1a5e1edf-32f3-4e4d-93db-8287b84b1304,,,1a5e1edf-32f3-4e4d-93db-8287b84b1304,128.208.123.111,realtime
SF11C322630618596134930,SF11E1896198,53.75,-123.916,RX,99.9999997516,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/1a5e1edf-32f3-4e4d-93db-8287b84b1304,,,1a5e1edf-32f3-4e4d-93db-8287b84b1304,128.208.123.111,realtime
SF11C322630718596134930,SF11E1897086,53.878,-123.771,RX,99.9999997516,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/ead4880f-f872-47b0-bc4e-60f582a95bf2,,,ead4880f-f872-47b0-bc4e-60f582a95bf2,128.208.123.111,realtime
SF11C322630718596134930,SF11E1897086,53.878,-123.771,RX,99.9999997516,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/ead4880f-f872-47b0-bc4e-60f582a95bf2,,,ead4880f-f872-47b0-bc4e-60f582a95bf2,128.208.123.111,realtime
SF11C322630818596134930,SF11E1897027,53.907,-123.311,RX,299.999999255,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/591b6d48-fd87-43a2-b9b2-3d712d2c40e3,,,591b6d48-fd87-43a2-b9b2-3d712d2c40e3,128.208.123.111,realtime
SF11C322630818596134930,SF11E1897027,53.907,-123.311,RX,299.999999255,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/591b6d48-fd87-43a2-b9b2-3d712d2c40e3,,,591b6d48-fd87-43a2-b9b2-3d712d2c40e3,128.208.123.111,realtime
SF11C322630918596134930,SF11E1891643,54.565,-123.719,RX,199.999999503,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/bb686653-ef9d-48cc-950b-51e0203b4b4c,,,bb686653-ef9d-48cc-950b-51e0203b4b4c,128.208.123.111,realtime
SF11C322630918596134930,SF11E1891643,54.565,-123.719,RX,199.999999503,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/bb686653-ef9d-48cc-950b-51e0203b4b4c,,,bb686653-ef9d-48cc-950b-51e0203b4b4c,128.208.123.111,realtime
