id,event_id,latitude,longitude,type,area,date_time,slope,state,country,fips,event_url,sf_event_guid,sf_server,sf_stream_name
SF11C10332703028555000,SF11E649299,61.278,-116.326,RX,299.999999255,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332713028555000,SF11E649299,61.308,-116.362,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332723028555000,SF11E649299,61.373,-116.402,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332733028555000,SF11E649299,62.126,-116.7,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332743028555000,SF11E649299,61.941,-116.723,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332753028555000,SF11E649299,61.957,-116.769,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332763028555000,SF11E649299,61.908,-116.774,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332773028555000,SF11E649299,61.937,-116.783,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332783028555000,SF11E649299,61.881,-116.817,RX,199.999999503,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332793028555000,SF11E649299,61.905,-116.814,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332803028555000,SF11E649299,61.934,-116.823,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332813028555000,SF11E649299,61.957,-116.84,RX,199.999999503,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332823028555000,SF11E649299,61.857,-116.818,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332833028555000,SF11E626024,63.734,-117.482,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10332843028555000,SF11E626024,63.78,-117.499,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10332853028555000,SF11E649299,61.893,-116.851,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332863028555000,SF11E626024,63.751,-117.51,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10332873028555000,SF11E649299,61.863,-116.862,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332883028555000,SF11E649299,61.92,-116.88,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332893028555000,SF11E626024,63.796,-117.548,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10332903028555000,SF11E649299,61.9,-116.894,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332913028555000,SF11E649299,61.966,-116.915,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332923028555000,SF11E649299,61.985,-116.922,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332933028555000,SF11E626024,63.748,-117.552,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10332943028555000,SF11E617764,59.74,-116.254,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/4bf00106-8b90-47e7-b90a-c5eb766a8265,4bf00106-8b90-47e7-b90a-c5eb766a8265,playground.dri.edu,realtime
SF11C10332953028555000,SF11E649299,61.879,-116.908,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332963028555000,SF11E626024,63.7,-117.556,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10332973028555000,SF11E649299,61.906,-116.937,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332983028555000,SF11E649299,61.934,-116.946,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10332993028555000,SF11E626024,63.717,-117.584,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333003028555000,SF11E649299,61.894,-116.974,RX,299.999999255,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333013028555000,SF11E626024,63.771,-117.626,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333023028555000,SF11E649299,61.922,-116.983,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333033028555000,SF11E649299,61.864,-116.985,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333043028555000,SF11E649299,61.914,-117.032,RX,199.999999503,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333053028555000,SF11E649299,61.947,-117.033,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333063028555000,SF11E649299,61.966,-117.039,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333073028555000,SF11E649299,61.985,-117.045,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333083028555000,SF11E626024,63.58,-117.62,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333093028555000,SF11E626024,63.599,-117.627,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333103028555000,SF11E614393,61.132,-116.79,RX,99.9999997516,201407010000Z,10.0,Unknown,Unknown,-9999,http://playground.dri.edu/smartfire/events/0257762f-ba7b-4eb9-9779-93fce9a798f9,0257762f-ba7b-4eb9-9779-93fce9a798f9,playground.dri.edu,realtime
SF11C10333113028555000,SF11E626024,63.532,-117.624,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333123028555000,SF11E626024,63.56,-117.634,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333133028555000,SF11E649299,61.855,-117.054,RX,199.999999503,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333143028555000,SF11E649299,61.888,-117.054,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333153028555000,SF11E649299,61.94,-117.082,RX,199.999999503,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333163028555000,SF11E626024,63.512,-117.638,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333173028555000,SF11E626024,63.542,-117.682,RX,199.999999503,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333183028555000,SF11E626024,63.57,-117.692,RX,199.999999503,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333193028555000,SF11E649299,61.866,-117.088,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333203028555000,SF11E649299,61.894,-117.097,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333213028555000,SF11E649299,62.215,-117.204,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333223028555000,SF11E626024,63.602,-117.714,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333233028555000,SF11E649299,61.827,-117.095,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333243028555000,SF11E649299,62.025,-117.161,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333253028555000,SF11E649299,62.072,-117.177,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333263028555000,SF11E626024,63.507,-117.701,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333273028555000,SF11E626024,63.675,-117.763,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333283028555000,SF11E649299,61.854,-117.125,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333293028555000,SF11E649299,62.145,-117.243,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333303028555000,SF11E649299,62.192,-117.259,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/8af8d958-f742-496a-9b4c-10364716fd03,8af8d958-f742-496a-9b4c-10364716fd03,playground.dri.edu,realtime
SF11C10333313028555000,SF11E626024,63.622,-117.83,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333323028555000,SF11E626024,63.641,-117.837,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333333028555000,SF11E626024,63.658,-117.865,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333343028555000,SF11E626024,63.636,-118.029,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333353028555000,SF11E626024,63.664,-118.04,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333363028555000,SF11E619022,64.732,-118.459,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/3472f681-cabe-4580-b6a6-e9565b836e14,3472f681-cabe-4580-b6a6-e9565b836e14,playground.dri.edu,realtime
SF11C10333373028555000,SF11E615552,60.878,-117.07,RX,99.9999997516,201407010000Z,10.0,Unknown,Unknown,-9999,http://playground.dri.edu/smartfire/events/dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,playground.dri.edu,realtime
SF11C10333383028555000,SF11E626024,63.607,-118.039,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333393028555000,SF11E615552,60.838,-117.078,RX,99.9999997516,201407010000Z,10.0,Unknown,Unknown,-9999,http://playground.dri.edu/smartfire/events/dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,playground.dri.edu,realtime
SF11C10333403028555000,SF11E615552,60.857,-117.084,RX,99.9999997516,201407010000Z,10.0,Unknown,Unknown,-9999,http://playground.dri.edu/smartfire/events/dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,playground.dri.edu,realtime
SF11C10333413028555000,SF11E626024,63.661,-118.082,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333423028555000,SF11E615552,60.808,-117.088,RX,99.9999997516,201407010000Z,10.0,Unknown,Unknown,-9999,http://playground.dri.edu/smartfire/events/dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,playground.dri.edu,realtime
SF11C10333433028555000,SF11E615552,60.894,-117.115,RX,99.9999997516,201407010000Z,10.0,Unknown,Unknown,-9999,http://playground.dri.edu/smartfire/events/dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,playground.dri.edu,realtime
SF11C10333443028555000,SF11E626024,63.636,-118.093,RX,199.999999503,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333453028555000,SF11E626024,63.61,-118.127,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333463028555000,SF11E615552,60.766,-117.134,RX,99.9999997516,201407010000Z,10.0,Unknown,Unknown,-9999,http://playground.dri.edu/smartfire/events/dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,playground.dri.edu,realtime
SF11C10333473028555000,SF11E615552,60.794,-117.15,RX,299.999999255,201407010000Z,10.0,Unknown,Unknown,-9999,http://playground.dri.edu/smartfire/events/dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,playground.dri.edu,realtime
SF11C10333483028555000,SF11E615552,60.902,-117.208,RX,199.999999503,201407010000Z,10.0,Unknown,Unknown,-9999,http://playground.dri.edu/smartfire/events/dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,playground.dri.edu,realtime
SF11C10333493028555000,SF11E615552,60.964,-117.218,RX,99.9999997516,201407010000Z,10.0,Unknown,Unknown,-9999,http://playground.dri.edu/smartfire/events/dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,dcf3452b-ffa9-46e7-b60a-cc4ef8a0d478,playground.dri.edu,realtime
SF11C10333503028555000,SF11E626024,63.588,-118.162,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
SF11C10333513028555000,SF11E626024,63.625,-118.176,RX,99.9999997516,201407010000Z,,,,,http://playground.dri.edu/smartfire/events/d8264fa7-efa3-4855-9899-f4a459a84598,d8264fa7-efa3-4855-9899-f4a459a84598,playground.dri.edu,realtime
