id,event_id,latitude,longitude,type,area,date_time,slope,state,county,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,consumption_flaming,consumption_smoldering,consumption_residual,consumption_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,heat,pm25,pm10,co,co2,ch4,nox,nh3,so2,voc,VEG,canopy,event_url,fccs_number,owner,sf_event_guid,sf_server,sf_stream_name
SF11C18579302123278380,SF11E1125841,65.06,-154.738,WF,192.183337996,201506290000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.5,0.5,0.0,0.0,0.0,1.38,0.04,0.0,0.4,0.01,7.0,8.0,9.0,12.0,80.0,40.0,3.84378965028,0.281847832732,0.01961,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1988202620.7996926,6.341195,7.482612000000001,65.21029200000002,1299.3432670000009,3.3934670000000002,1.8402769999999997,1.088736,0.7806939999999997,15.650518,Willow - Birch shrubland,0.0,http://playground.dri.edu/smartfire/events/18960a91-2cbf-40c3-879b-9d504e22c4a0,326,,18960a91-2cbf-40c3-879b-9d504e22c4a0,playground.dri.edu,realtime
SF11C18579302123278380,SF11E1125841,65.06,-154.738,WF,192.183337996,201506300000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.5,0.5,0.0,0.0,0.0,1.38,0.04,0.0,0.4,0.01,7.0,8.0,9.0,12.0,80.0,40.0,3.84378965028,0.281847832732,0.01961,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1988202620.7996926,6.341195,7.482612000000001,65.21029200000002,1299.3432670000009,3.3934670000000002,1.8402769999999997,1.088736,0.7806939999999997,15.650518,Willow - Birch shrubland,0.0,http://playground.dri.edu/smartfire/events/18960a91-2cbf-40c3-879b-9d504e22c4a0,326,,18960a91-2cbf-40c3-879b-9d504e22c4a0,playground.dri.edu,realtime
SF11C18579312123278380,SF11E1125841,65.092,-154.932,WF,192.183337996,201506290000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.5,0.5,0.0,0.0,0.0,1.38,0.04,0.0,0.4,0.01,7.0,8.0,9.0,12.0,80.0,40.0,3.84378965028,0.281847832732,0.01961,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1988202620.7996926,6.341195,7.482612000000001,65.21029200000002,1299.3432670000009,3.3934670000000002,1.8402769999999997,1.088736,0.7806939999999997,15.650518,Willow - Birch shrubland,0.0,http://playground.dri.edu/smartfire/events/18960a91-2cbf-40c3-879b-9d504e22c4a0,326,,18960a91-2cbf-40c3-879b-9d504e22c4a0,playground.dri.edu,realtime
SF11C18579312123278380,SF11E1125841,65.092,-154.932,WF,192.183337996,201506300000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.5,0.5,0.0,0.0,0.0,1.38,0.04,0.0,0.4,0.01,7.0,8.0,9.0,12.0,80.0,40.0,3.84378965028,0.281847832732,0.01961,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1988202620.7996926,6.341195,7.482612000000001,65.21029200000002,1299.3432670000009,3.3934670000000002,1.8402769999999997,1.088736,0.7806939999999997,15.650518,Willow - Birch shrubland,0.0,http://playground.dri.edu/smartfire/events/18960a91-2cbf-40c3-879b-9d504e22c4a0,326,,18960a91-2cbf-40c3-879b-9d504e22c4a0,playground.dri.edu,realtime
SF11C18579322123278380,SF11E1125841,65.094,-154.964,WF,192.183337996,201506290000Z,10.0,Unknown,,Unknown,02290,2810001000,0.3,0.4,0.8,3.0,3.0,0.0,0.36,0.02,2.0,4.0,0.0,7.0,8.0,9.0,12.0,80.0,40.0,13.4622662821,7.84498801086,3.54621999578,6.20464354362,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,7882631314.583526,55.210728,65.148665,645.3148460000001,7314.9361759999965,31.465435999999983,8.246954999999996,10.580435999999995,4.678831999999997,152.093853,Paper birch - quaking aspen forest,12.28,http://playground.dri.edu/smartfire/events/18960a91-2cbf-40c3-879b-9d504e22c4a0,93,,18960a91-2cbf-40c3-879b-9d504e22c4a0,playground.dri.edu,realtime
SF11C18579322123278380,SF11E1125841,65.094,-154.964,WF,192.183337996,201506300000Z,10.0,Unknown,,Unknown,02290,2810001000,0.3,0.4,0.8,3.0,3.0,0.0,0.36,0.02,2.0,4.0,0.0,7.0,8.0,9.0,12.0,80.0,40.0,13.4622662821,7.84498801086,3.54621999578,6.20464354362,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,7882631314.583526,55.210728,65.148665,645.3148460000001,7314.9361759999965,31.465435999999983,8.246954999999996,10.580435999999995,4.678831999999997,152.093853,Paper birch - quaking aspen forest,12.28,http://playground.dri.edu/smartfire/events/18960a91-2cbf-40c3-879b-9d504e22c4a0,93,,18960a91-2cbf-40c3-879b-9d504e22c4a0,playground.dri.edu,realtime
SF11C18579332123278380,SF11E1127339,63.806,-152.879,WF,585.506619433,201506290000Z,10.0,Unknown,,Unknown,02290,2810001000,0.1,0.2,0.5,1.0,0.0,0.0,0.54,0.03,0.5,6.0,0.0,7.0,8.0,9.0,12.0,80.0,40.0,10.8807639147,14.6904498033,4.53087522203,19.1837318764,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,51870533018.03766,233.422654,275.43874200000005,2820.4309359999997,26176.417842999992,135.31187100000008,25.628601000000007,46.04085899999999,17.264419999999998,661.837306,Black spruce / feathermoss forest,7.26,http://playground.dri.edu/smartfire/events/282dd688-6065-4a24-baa9-6193d5f4bbec,87,,282dd688-6065-4a24-baa9-6193d5f4bbec,playground.dri.edu,realtime
SF11C18579332123278380,SF11E1127339,63.806,-152.879,WF,585.506619433,201506300000Z,10.0,Unknown,,Unknown,02290,2810001000,0.1,0.2,0.5,1.0,0.0,0.0,0.54,0.03,0.5,6.0,0.0,7.0,8.0,9.0,12.0,80.0,40.0,10.8807639147,14.6904498033,4.53087522203,19.1837318764,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,51870533018.03766,233.422654,275.43874200000005,2820.4309359999997,26176.417842999992,135.31187100000008,25.628601000000007,46.04085899999999,17.264419999999998,661.837306,Black spruce / feathermoss forest,7.26,http://playground.dri.edu/smartfire/events/282dd688-6065-4a24-baa9-6193d5f4bbec,87,,282dd688-6065-4a24-baa9-6193d5f4bbec,playground.dri.edu,realtime
SF11C18579342123278380,SF11E1127361,64.054,-153.404,WF,19.7154180139,201506290000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.3,1.0,1.0,0.0,0.0,0.32,0.03,1.0,35.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,35.2326563131,95.1300759274,27.3246358564,133.402166722,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1332923087.8840582,45.18285199999997,53.31577,556.8048070000003,4506.836144000003,26.460773000000003,3.871608,9.066231999999996,3.045061999999999,130.32712999999993,Black spruce / sphagnum moss forest,0.56,http://playground.dri.edu/smartfire/events/0a23b556-3404-4395-af89-6e0675ad3bd1,88,,0a23b556-3404-4395-af89-6e0675ad3bd1,playground.dri.edu,realtime
SF11C18579342123278380,SF11E1127361,64.054,-153.404,WF,19.7154180139,201506300000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.3,1.0,1.0,0.0,0.0,0.32,0.03,1.0,35.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,35.2326563131,95.1300759274,27.3246358564,133.402166722,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1332923087.8840582,45.18285199999997,53.31577,556.8048070000003,4506.836144000003,26.460773000000003,3.871608,9.066231999999996,3.045061999999999,130.32712999999993,Black spruce / sphagnum moss forest,0.56,http://playground.dri.edu/smartfire/events/0a23b556-3404-4395-af89-6e0675ad3bd1,88,,0a23b556-3404-4395-af89-6e0675ad3bd1,playground.dri.edu,realtime
SF11C18579352123278380,SF11E1127194,65.454,-155.975,WF,316.398487168,201506290000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.3,1.0,1.0,0.0,0.0,0.32,0.03,1.0,35.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,35.2326563131,95.1300759274,27.3246358564,133.402166722,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,67902875266.43657,725.1069659999998,855.6262160000005,8935.757673000002,72326.954319,424.64992299999983,62.13270700000002,145.49743999999998,48.86793700000001,2091.5258509999994,Black spruce / sphagnum moss forest,0.56,http://playground.dri.edu/smartfire/events/3989668d-a2e1-46b2-bdbc-cd8173d2dcbb,88,,3989668d-a2e1-46b2-bdbc-cd8173d2dcbb,playground.dri.edu,realtime
SF11C18579352123278380,SF11E1127194,65.454,-155.975,WF,316.398487168,201506300000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.3,1.0,1.0,0.0,0.0,0.32,0.03,1.0,35.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,35.2326563131,95.1300759274,27.3246358564,133.402166722,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,67902875266.43657,725.1069659999998,855.6262160000005,8935.757673000002,72326.954319,424.64992299999983,62.13270700000002,145.49743999999998,48.86793700000001,2091.5258509999994,Black spruce / sphagnum moss forest,0.56,http://playground.dri.edu/smartfire/events/3989668d-a2e1-46b2-bdbc-cd8173d2dcbb,88,,3989668d-a2e1-46b2-bdbc-cd8173d2dcbb,playground.dri.edu,realtime
SF11C18579362123278380,SF11E1127339,63.621,-152.881,WF,195.168873144,201506290000Z,10.0,Unknown,,Unknown,02290,2810001000,0.1,0.2,0.5,1.0,0.0,0.0,0.54,0.03,0.5,6.0,0.0,7.0,8.0,9.0,12.0,80.0,40.0,10.8807639147,14.6904498033,4.53087522203,19.1837318764,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,7764770069.677018,77.80755500000002,91.81290599999993,940.1436409999998,8725.472617999998,45.10396100000005,8.542868000000002,15.346948999999997,5.7548109999999975,220.612441,Black spruce / feathermoss forest,7.26,http://playground.dri.edu/smartfire/events/282dd688-6065-4a24-baa9-6193d5f4bbec,87,,282dd688-6065-4a24-baa9-6193d5f4bbec,playground.dri.edu,realtime
SF11C18579362123278380,SF11E1127339,63.621,-152.881,WF,195.168873144,201506300000Z,10.0,Unknown,,Unknown,02290,2810001000,0.1,0.2,0.5,1.0,0.0,0.0,0.54,0.03,0.5,6.0,0.0,7.0,8.0,9.0,12.0,80.0,40.0,10.8807639147,14.6904498033,4.53087522203,19.1837318764,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,7764770069.677018,77.80755500000002,91.81290599999993,940.1436409999998,8725.472617999998,45.10396100000005,8.542868000000002,15.346948999999997,5.7548109999999975,220.612441,Black spruce / feathermoss forest,7.26,http://playground.dri.edu/smartfire/events/282dd688-6065-4a24-baa9-6193d5f4bbec,87,,282dd688-6065-4a24-baa9-6193d5f4bbec,playground.dri.edu,realtime
SF11C18579372123278380,SF11E1127339,63.595,-152.891,WF,195.168873144,201506290000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.3,1.0,1.0,0.0,0.0,0.32,0.03,1.0,35.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,35.2326563131,95.1300759274,27.3246358564,133.402166722,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,31451217777.139416,447.2787210000002,527.7888859999999,5511.978818000002,44614.53118,261.9432449999999,38.32627399999996,89.74939100000006,30.143944999999988,1290.1475749999995,Black spruce / sphagnum moss forest,0.56,http://playground.dri.edu/smartfire/events/282dd688-6065-4a24-baa9-6193d5f4bbec,88,,282dd688-6065-4a24-baa9-6193d5f4bbec,playground.dri.edu,realtime
SF11C18579372123278380,SF11E1127339,63.595,-152.891,WF,195.168873144,201506300000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.3,1.0,1.0,0.0,0.0,0.32,0.03,1.0,35.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,35.2326563131,95.1300759274,27.3246358564,133.402166722,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,31451217777.139416,447.2787210000002,527.7888859999999,5511.978818000002,44614.53118,261.9432449999999,38.32627399999996,89.74939100000006,30.143944999999988,1290.1475749999995,Black spruce / sphagnum moss forest,0.56,http://playground.dri.edu/smartfire/events/282dd688-6065-4a24-baa9-6193d5f4bbec,88,,282dd688-6065-4a24-baa9-6193d5f4bbec,playground.dri.edu,realtime
SF11C18579382123278380,SF11E1127194,65.445,-156.042,WF,316.398487168,201506290000Z,10.0,Unknown,,Unknown,02290,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.8,0.0,10.0,0.2,7.0,8.0,9.0,12.0,80.0,40.0,9.6009312878,27.3025727719,14.3208129042,44.9010161302,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,19658673562.215984,240.91874700000002,284.284126,2982.365644000002,23338.140632000013,141.42367500000012,19.296567000000007,48.532708,15.869469999999996,697.657725,Sedge - shrub bog,0.0,http://playground.dri.edu/smartfire/events/3989668d-a2e1-46b2-bdbc-cd8173d2dcbb,327,,3989668d-a2e1-46b2-bdbc-cd8173d2dcbb,playground.dri.edu,realtime
SF11C18579382123278380,SF11E1127194,65.445,-156.042,WF,316.398487168,201506300000Z,10.0,Unknown,,Unknown,02290,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.8,0.0,10.0,0.2,7.0,8.0,9.0,12.0,80.0,40.0,9.6009312878,27.3025727719,14.3208129042,44.9010161302,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,19658673562.215984,240.91874700000002,284.284126,2982.365644000002,23338.140632000013,141.42367500000012,19.296567000000007,48.532708,15.869469999999996,697.657725,Sedge - shrub bog,0.0,http://playground.dri.edu/smartfire/events/3989668d-a2e1-46b2-bdbc-cd8173d2dcbb,327,,3989668d-a2e1-46b2-bdbc-cd8173d2dcbb,playground.dri.edu,realtime
SF11C18579392123278380,SF11E1127194,65.412,-155.996,WF,1265.59394867,201506290000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.3,1.0,1.0,0.0,0.0,0.32,0.03,1.0,35.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,35.2326563131,95.1300759274,27.3246358564,133.402166722,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,609240344505.9897,2900.427867,3422.504873000002,35743.030729999984,289307.817257,1698.5996799999991,248.53086199999998,581.9898039999999,195.47176100000007,8366.103385999999,Black spruce / sphagnum moss forest,0.56,http://playground.dri.edu/smartfire/events/3989668d-a2e1-46b2-bdbc-cd8173d2dcbb,88,,3989668d-a2e1-46b2-bdbc-cd8173d2dcbb,playground.dri.edu,realtime
SF11C18579392123278380,SF11E1127194,65.412,-155.996,WF,1265.59394867,201506300000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.3,1.0,1.0,0.0,0.0,0.32,0.03,1.0,35.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,35.2326563131,95.1300759274,27.3246358564,133.402166722,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,609240344505.9897,2900.427867,3422.504873000002,35743.030729999984,289307.817257,1698.5996799999991,248.53086199999998,581.9898039999999,195.47176100000007,8366.103385999999,Black spruce / sphagnum moss forest,0.56,http://playground.dri.edu/smartfire/events/3989668d-a2e1-46b2-bdbc-cd8173d2dcbb,88,,3989668d-a2e1-46b2-bdbc-cd8173d2dcbb,playground.dri.edu,realtime
SF11C18579402123278380,SF11E1127361,64.015,-153.619,WF,9.85770900693,201506290000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.3,1.0,1.0,0.0,0.0,0.32,0.03,1.0,35.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,35.2326563131,95.1300759274,27.3246358564,133.402166722,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,333231185.639185,22.591441,26.65788700000001,278.4024520000001,2253.4192109999994,13.230401000000006,1.935817000000001,4.533119000000002,1.522532,65.16358599999998,Black spruce / sphagnum moss forest,0.56,http://playground.dri.edu/smartfire/events/0a23b556-3404-4395-af89-6e0675ad3bd1,88,,0a23b556-3404-4395-af89-6e0675ad3bd1,playground.dri.edu,realtime
SF11C18579402123278380,SF11E1127361,64.015,-153.619,WF,9.85770900693,201506300000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.3,1.0,1.0,0.0,0.0,0.32,0.03,1.0,35.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,35.2326563131,95.1300759274,27.3246358564,133.402166722,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,333231185.639185,22.591441,26.65788700000001,278.4024520000001,2253.4192109999994,13.230401000000006,1.935817000000001,4.533119000000002,1.522532,65.16358599999998,Black spruce / sphagnum moss forest,0.56,http://playground.dri.edu/smartfire/events/0a23b556-3404-4395-af89-6e0675ad3bd1,88,,0a23b556-3404-4395-af89-6e0675ad3bd1,playground.dri.edu,realtime
SF11C18579412123278380,SF11E1125789,64.79,-154.927,WF,371.271872577,201506290000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.3,1.0,1.0,0.0,0.0,0.32,0.03,1.0,35.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,35.2326563131,95.1300759274,27.3246358564,133.402166722,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,90686534925.651,850.863175,1004.0185500000001,10485.497319000004,84870.70847899996,498.2974819999999,72.90847300000006,170.731256,57.34317200000001,2454.2617930000015,Black spruce / sphagnum moss forest,0.56,http://playground.dri.edu/smartfire/events/cc711e13-34e9-4f17-8c0c-5644f1174e2b,88,,cc711e13-34e9-4f17-8c0c-5644f1174e2b,playground.dri.edu,realtime
SF11C18579412123278380,SF11E1125789,64.79,-154.927,WF,371.271872577,201506300000Z,10.0,Unknown,,Unknown,02290,2810001000,0.2,0.3,1.0,1.0,0.0,0.0,0.32,0.03,1.0,35.0,0.01,7.0,8.0,9.0,12.0,80.0,40.0,35.2326563131,95.1300759274,27.3246358564,133.402166722,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,90686534925.651,850.863175,1004.0185500000001,10485.497319000004,84870.70847899996,498.2974819999999,72.90847300000006,170.731256,57.34317200000001,2454.2617930000015,Black spruce / sphagnum moss forest,0.56,http://playground.dri.edu/smartfire/events/cc711e13-34e9-4f17-8c0c-5644f1174e2b,88,,cc711e13-34e9-4f17-8c0c-5644f1174e2b,playground.dri.edu,realtime
