id,event_id,latitude,longitude,type,area,date_time,slope,state,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,consumption_flaming,consumption_smoldering,consumption_residual,consumption_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,heat,pm25,pm10,co,co2,ch4,nox,nh3,so2,voc,VEG,canopy,event_url,fccs_number,sf_event_guid,sf_server,sf_stream_name
SF11C7109520013550900,SF11E56626,46.135,-65.869,RX,99.9999997516,201505150000Z,10.0,Unknown,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,,,,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,,,,,,,,,,,http://128.208.123.111/smartfire/events/424867ef-dcd9-41d9-9d8b-73842d5d2a7e,,424867ef-dcd9-41d9-9d8b-73842d5d2a7e,128.208.123.111,realtime
SF11C7109620013550900,SF11E54836,45.737,-66.234,RX,299.999999255,201505150000Z,10.0,Unknown,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,,,,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,,,,,,,,,,,http://128.208.123.111/smartfire/events/ce287822-c8c0-4790-aec6-c5f7780fb0cb,,ce287822-c8c0-4790-aec6-c5f7780fb0cb,128.208.123.111,realtime
SF11C7109720013550900,SF11E56528,45.75,-66.347,RX,99.9999997516,201505150000Z,10.0,Unknown,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,,,,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,,,,,,,,,,,http://128.208.123.111/smartfire/events/e8bd96f1-c1e1-4a56-939d-ec638248446a,,e8bd96f1-c1e1-4a56-939d-ec638248446a,128.208.123.111,realtime
SF11C7109820013550900,SF11E54832,24.65,-78.025,RX,99.9999997516,201505150000Z,10.0,Unknown,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,,,,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,,,,,,,,,,,http://128.208.123.111/smartfire/events/96d5c9a2-377b-4407-b102-f889db47dd02,,96d5c9a2-377b-4407-b102-f889db47dd02,128.208.123.111,realtime
SF11C7109920013550900,SF11E54832,24.656,-78.044,RX,99.9999997516,201505150000Z,10.0,Unknown,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,,,,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,,,,,,,,,,,http://128.208.123.111/smartfire/events/96d5c9a2-377b-4407-b102-f889db47dd02,,96d5c9a2-377b-4407-b102-f889db47dd02,128.208.123.111,realtime
SF11C7110020013550900,SF11E56758,26.326,-80.937,RX,99.9999997516,201505150000Z,10.0,FL,USA,12051,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,4.48236738577,0.430136575756,0.332945533864,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1570210883.0850549,4.530089,5.345512000000001,48.189126,845.5723510000001,2.4639460000000004,1.153899,0.8005550000000003,0.5139239999999999,11.507897000000002,Urban,0.0,http://128.208.123.111/smartfire/events/10e4d0b8-fae6-405c-8c40-dd9f330c5782,0,10e4d0b8-fae6-405c-8c40-dd9f330c5782,128.208.123.111,realtime
SF11C7110120013550900,SF11E59129,26.05,-81.096,RX,599.99999851,201505150000Z,10.0,FL,USA,12021,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.5,0.9,10.0,12.0,12.0,22.0,130.0,150.0,2.92647767621,0.170597509274,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,11387746999.614786,14.485271999999998,17.092623999999997,147.580158,3039.2774069999996,7.7175590000000005,4.342185000000001,2.4674009999999997,1.8210779999999998,35.468873,Sawgrass - Muhlenbergia grassland,0.0,http://128.208.123.111/smartfire/events/6ab3c5e0-681b-412c-8ab6-112b1df142c9,203,6ab3c5e0-681b-412c-8ab6-112b1df142c9,128.208.123.111,realtime
SF11C7110220013550900,SF11E59129,26.038,-81.142,RX,899.999997765,201505150000Z,10.0,FL,USA,12021,2810015000,0.2,0.2,0.5,0.5,0.5,0.0,0.9,0.04,1.0,4.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,2.67592615877,3.48933547136,1.26411615981,4.36976,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,29724506324.114,88.61007300000001,104.55988899999996,1070.8731950000006,9926.398817000001,51.37106200000001,9.708528000000003,17.480551999999992,6.548230000000003,251.28298399999997,Caribbean swamp forest,10.79,http://128.208.123.111/smartfire/events/6ab3c5e0-681b-412c-8ab6-112b1df142c9,440,6ab3c5e0-681b-412c-8ab6-112b1df142c9,128.208.123.111,realtime
SF11C7110320013550900,SF11E57163,26.214,-81.096,RX,99.9999997516,201505150000Z,10.0,FL,USA,12021,2810015000,0.2,0.2,0.5,0.5,0.5,0.0,0.9,0.04,1.0,4.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,2.67592615877,3.48933547136,1.26411615981,4.36976,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1207774294.1596773,9.845562000000005,11.617768000000003,118.98590799999998,1102.9331960000002,5.707894000000001,1.0787249999999997,1.942283,0.7275790000000001,27.920331000000004,Caribbean swamp forest,10.79,http://128.208.123.111/smartfire/events/dc692590-3032-4c5e-bdc0-8c913e69fb09,440,dc692590-3032-4c5e-bdc0-8c913e69fb09,128.208.123.111,realtime
SF11C7110420013550900,SF11E57163,26.194,-81.136,RX,899.999997765,201505150000Z,10.0,FL,USA,12021,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.5,0.9,10.0,12.0,12.0,22.0,130.0,150.0,2.92647767621,0.170597509274,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,24007699395.967106,21.727909999999998,25.638933,221.37023400000007,4558.916108,11.576331999999999,6.513275,3.701099999999999,2.731621,53.20331699999999,Sawgrass - Muhlenbergia grassland,0.0,http://128.208.123.111/smartfire/events/dc692590-3032-4c5e-bdc0-8c913e69fb09,203,dc692590-3032-4c5e-bdc0-8c913e69fb09,128.208.123.111,realtime
SF11C7110520013550900,SF11E56457,36.313,-77.484,RX,74.9999998137,201505150000Z,10.0,NC,USA,37083,2810015000,0.1,0.2,1.5,1.5,1.5,0.0,1.9,0.01,1.0,1.0,0.0,10.0,12.0,12.0,22.0,130.0,150.0,4.19817649732,0.755319465083,0.532148604253,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1056593621.3351381,3.895518,4.596711000000002,42.862628,653.721603,2.1540499999999994,0.849501,0.7086319999999999,0.4030350000000001,10.186515000000004,Willow oak - Laurel oak - Water oak forest,23.15,http://128.208.123.111/smartfire/events/46ec8ebc-a21e-4e62-96dd-6ec57e791ba5,283,46ec8ebc-a21e-4e62-96dd-6ec57e791ba5,128.208.123.111,realtime
SF11C7110620013550900,SF11E53818,27.865,-81.2,RX,99.9999997516,201505150000Z,10.0,FL,USA,12097,2810015000,0.08,0.35,0.4,1.0,0.0,0.0,4.86,0.16,0.0,0.4,0.04,10.0,12.0,12.0,22.0,130.0,150.0,6.95899243316,0.462087377634,0.0083928461189,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,2423852265.6425214,5.848589000000002,6.901327000000001,59.85052,1213.5606220000006,3.1225640000000006,1.7267909999999997,0.9999759999999999,0.728088,14.374719,Longleaf pine - Slash pine / Gallberry forest,1.99,http://128.208.123.111/smartfire/events/43763473-99f8-4c5f-be3f-7df2243b0aaf,191,43763473-99f8-4c5f-be3f-7df2243b0aaf,128.208.123.111,realtime
SF11C7110720013550900,SF11E56511,26.556,-81.721,RX,99.9999997516,201505150000Z,10.0,FL,USA,12071,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,4.48236738577,0.430136575756,0.332945533864,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1570210883.0850549,4.530089,5.345512000000001,48.189126,845.5723510000001,2.4639460000000004,1.153899,0.8005550000000003,0.5139239999999999,11.507897000000002,Urban,0.0,http://128.208.123.111/smartfire/events/382a2771-6261-4bd1-9156-a2982d27f1ba,0,382a2771-6261-4bd1-9156-a2982d27f1ba,128.208.123.111,realtime
SF11C7110820013550900,SF11E56565,40.895,-75.804,RX,121.999999697,201505150000Z,10.0,PA,USA,42025,2810015000,0.4,0.5,1.0,1.0,2.0,0.0,1.76,0.1,1.5,1.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,5.54751653046,1.64818385146,1.62802993909,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,2474865198.977635,11.561574999999996,13.642662,132.41077599999994,1672.2101470000005,6.521696999999999,2.000052,2.176962000000001,1.0541840000000002,31.293774000000003,Ruderal forest - Northern and Central hardwood and conifer,12.89,http://128.208.123.111/smartfire/events/b81dbc2d-b485-45d2-9c31-8003108a9b8d,454,b81dbc2d-b485-45d2-9c31-8003108a9b8d,128.208.123.111,realtime
