id,event_id,latitude,longitude,type,area,date_time,slope,state,county,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,VEG,canopy,event_url,fccs_number,owner,sf_event_guid,sf_server,sf_stream_name
SF11C3930757390137750,SF11E4308117,51.744,-90.813,RX,99.9999997516,201707310000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/3e9a7bdf-4d03-4d25-b69e-f2883960b021,,,3e9a7bdf-4d03-4d25-b69e-f2883960b021,afsti2.sonomatechdata.com,realtime2
SF11C3930757390137750,SF11E4308117,51.744,-90.813,RX,99.9999997516,201708010000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/3e9a7bdf-4d03-4d25-b69e-f2883960b021,,,3e9a7bdf-4d03-4d25-b69e-f2883960b021,afsti2.sonomatechdata.com,realtime2
SF11C3930757390137750,SF11E4308117,51.744,-90.813,RX,99.9999997516,201708020000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/3e9a7bdf-4d03-4d25-b69e-f2883960b021,,,3e9a7bdf-4d03-4d25-b69e-f2883960b021,afsti2.sonomatechdata.com,realtime2
SF11C3930757390137750,SF11E4308117,51.744,-90.813,RX,99.9999997516,201708030000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/3e9a7bdf-4d03-4d25-b69e-f2883960b021,,,3e9a7bdf-4d03-4d25-b69e-f2883960b021,afsti2.sonomatechdata.com,realtime2
SF11C3930757390137750,SF11E4308117,51.744,-90.813,RX,99.9999997516,201708040000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/3e9a7bdf-4d03-4d25-b69e-f2883960b021,,,3e9a7bdf-4d03-4d25-b69e-f2883960b021,afsti2.sonomatechdata.com,realtime2
SF11C3930762390137750,SF11E4308059,51.986,-88.438,RX,33.3333332505,201707310000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/1e5d73df-c29f-4867-80a7-1c1c0169144f,,,1e5d73df-c29f-4867-80a7-1c1c0169144f,afsti2.sonomatechdata.com,realtime2
SF11C3930762390137750,SF11E4308059,51.986,-88.438,RX,33.3333332505,201708010000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/1e5d73df-c29f-4867-80a7-1c1c0169144f,,,1e5d73df-c29f-4867-80a7-1c1c0169144f,afsti2.sonomatechdata.com,realtime2
SF11C3930762390137750,SF11E4308059,51.986,-88.438,RX,33.3333332505,201708020000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/1e5d73df-c29f-4867-80a7-1c1c0169144f,,,1e5d73df-c29f-4867-80a7-1c1c0169144f,afsti2.sonomatechdata.com,realtime2
SF11C3930762390137750,SF11E4308059,51.986,-88.438,RX,33.3333332505,201708030000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/1e5d73df-c29f-4867-80a7-1c1c0169144f,,,1e5d73df-c29f-4867-80a7-1c1c0169144f,afsti2.sonomatechdata.com,realtime2
SF11C3930762390137750,SF11E4308059,51.986,-88.438,RX,33.3333332505,201708040000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/1e5d73df-c29f-4867-80a7-1c1c0169144f,,,1e5d73df-c29f-4867-80a7-1c1c0169144f,afsti2.sonomatechdata.com,realtime2
