id,event_id,latitude,longitude,type,area,date_time,slope,state,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,consumption_flaming,consumption_smoldering,consumption_residual,consumption_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,heat,pm25,pm10,co,co2,ch4,nox,nh3,so2,voc,VEG,canopy,event_url,fccs_number,sf_event_guid,sf_server,sf_stream_name
SF11C45061851671920770,SF11E2618971,52.914,-75.61,RX,3899.99999031,201807010000Z,10.0,Unknown,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,,,,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,,,,,,,,,,,http://128.208.123.111/smartfire/events/6ac9a440-fe30-4034-b9ea-1fb86c50c91b,,6ac9a440-fe30-4034-b9ea-1fb86c50c91b,128.208.123.111,realtime
SF11C45061861671920770,SF11E2622840,52.544,-75.915,RX,1399.99999652,201807010000Z,10.0,Unknown,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,,,,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,,,,,,,,,,,http://128.208.123.111/smartfire/events/48be4560-902d-4836-9c12-5b1460fffefa,,48be4560-902d-4836-9c12-5b1460fffefa,128.208.123.111,realtime
SF11C45061871671920770,SF11E2618768,52.722,-72.039,RX,1199.99999702,201807010000Z,10.0,Unknown,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,,,,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,,,,,,,,,,,http://128.208.123.111/smartfire/events/14bb1720-4b13-4669-b94e-f5bdd819520e,,14bb1720-4b13-4669-b94e-f5bdd819520e,128.208.123.111,realtime
SF11C45061881671920770,SF11E2622869,35.981,-104.903,WF,349.999999131,201807010000Z,10.0,NM,USA,35033,2810001000,0.1,0.5,0.9,0.4,1.2,0.0,0.1,0.09,0.7,0.5,0.02,7.0,8.0,9.0,12.0,80.0,40.0,7.67660850476,1.19991285968,0.525586274737,0.000770502739946,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,10482572425.40913,29.594959000000003,34.922040000000024,319.689738,5272.942182999999,16.217514000000005,7.049897000000002,5.299143000000002,3.224349999999998,76.17517900000003,Interior ponderosa pine forest,7.24,http://128.208.123.111/smartfire/events/702b91e6-4f43-474b-bc13-bd7def2d81e2,211,702b91e6-4f43-474b-bc13-bd7def2d81e2,128.208.123.111,realtime
SF11C45061891671920770,SF11E2622797,53.258,-72.809,RX,3599.99999106,201807010000Z,10.0,Unknown,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,,,,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,,,,,,,,,,,http://128.208.123.111/smartfire/events/c81a6652-808d-44d6-a7fe-5429d7bbd0a1,,c81a6652-808d-44d6-a7fe-5429d7bbd0a1,128.208.123.111,realtime
SF11C45061901671920770,SF11E2622629,39.009,-122.576,WF,7799.99998063,201807010000Z,10.0,CA,USA,06033,2810001000,0.5,1.0,1.0,0.0,0.0,0.0,5.25,0.0,0.0,1.4,0.0,7.0,8.0,9.0,12.0,80.0,40.0,13.8906130335,0.946185274355,0.03922,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,926044322747.5991,916.5848150000002,1081.5700749999999,9394.113079000008,189445.78304800013,489.72226,269.1773810000001,156.920392,113.71133700000003,2255.7306320000002,Chamise chaparral shrubland,0.0,http://128.208.123.111/smartfire/events/5158ea83-b57b-4d6c-83ec-2d3592e86d6c,46,5158ea83-b57b-4d6c-83ec-2d3592e86d6c,128.208.123.111,realtime
SF11C45061911671920770,SF11E2622854,38.69,-122.25,WF,1399.99999652,201807010000Z,10.0,CA,USA,06055,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.0,0.04,7.0,8.0,9.0,12.0,80.0,40.0,0.0978582351117,0.00515043342693,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1080472475.024541,1.117283,1.318389,11.351628000000002,236.05449499999997,0.594494,0.33808799999999994,0.18986200000000003,0.141322,2.729355,Wheatgrass - Cheatgrass grassland,0.0,http://128.208.123.111/smartfire/events/1bc1bd7b-b5a2-4e57-ad25-839d6f7a3851,57,1bc1bd7b-b5a2-4e57-ad25-839d6f7a3851,128.208.123.111,realtime
SF11C45061921671920770,SF11E2622854,38.687,-122.174,WF,89399.999778,201807010000Z,10.0,CA,USA,06113,2810001000,0.5,1.0,1.0,0.0,0.0,0.0,5.25,0.0,0.0,1.4,0.0,7.0,8.0,9.0,12.0,80.0,40.0,13.8906130335,0.946185274355,0.03922,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,11054921933775.33,10505.47205800001,12396.457030999998,107670.988364,2171340.128797,5612.970475999997,3085.1867989999996,1798.5491109999998,1303.3069139999998,25854.143437,Chamise chaparral shrubland,0.0,http://128.208.123.111/smartfire/events/1bc1bd7b-b5a2-4e57-ad25-839d6f7a3851,46,1bc1bd7b-b5a2-4e57-ad25-839d6f7a3851,128.208.123.111,realtime
SF11C45061931671920770,SF11E2622854,38.687,-122.223,WF,36599.9999091,201807010000Z,10.0,CA,USA,06055,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.0,0.04,7.0,8.0,9.0,12.0,80.0,40.0,0.0978582351117,0.00515043342693,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,31773042410.851696,29.208964,34.466585,296.763925,6171.138902000001,15.541715,8.838602999999999,4.963688,3.694679,71.35305000000001,Wheatgrass - Cheatgrass grassland,0.0,http://128.208.123.111/smartfire/events/1bc1bd7b-b5a2-4e57-ad25-839d6f7a3851,57,1bc1bd7b-b5a2-4e57-ad25-839d6f7a3851,128.208.123.111,realtime
SF11C45061941671920770,SF11E2622629,39.01,-122.55,WF,599.99999851,201807010000Z,10.0,CA,USA,06033,2810001000,0.5,1.0,1.0,0.0,0.0,0.0,5.25,0.0,0.0,1.4,0.0,7.0,8.0,9.0,12.0,80.0,40.0,13.8906130335,0.946185274355,0.03922,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,50360949387.64636,70.506527,83.19769599999998,722.6240869999998,14572.752533000004,37.670939999999995,20.705944000000024,12.070791999999999,8.747020999999998,173.51774500000008,Chamise chaparral shrubland,0.0,http://128.208.123.111/smartfire/events/5158ea83-b57b-4d6c-83ec-2d3592e86d6c,46,5158ea83-b57b-4d6c-83ec-2d3592e86d6c,128.208.123.111,realtime
