id,event_id,latitude,longitude,type,area,date_time,slope,state,county,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,VEG,canopy,event_url,fccs_number,owner,sf_event_guid,sf_server,sf_stream_name
SF11C4288119390618450,SF11E4722930,52.19,-113.15,RX,99.9999997516,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/fbbb4723-0844-450a-8c4e-d1d0bcede72a,,,fbbb4723-0844-450a-8c4e-d1d0bcede72a,afsti2.sonomatechdata.com,realtime2
SF11C4288119390618450,SF11E4722930,52.19,-113.15,RX,99.9999997516,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/fbbb4723-0844-450a-8c4e-d1d0bcede72a,,,fbbb4723-0844-450a-8c4e-d1d0bcede72a,afsti2.sonomatechdata.com,realtime2
SF11C4288145390618450,SF11E4722781,56.054,-119.259,RX,99.9999997516,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/a9c028ff-ae42-4ce8-9ac6-2aef8ef13522,,,a9c028ff-ae42-4ce8-9ac6-2aef8ef13522,afsti2.sonomatechdata.com,realtime2
SF11C4288145390618450,SF11E4722781,56.054,-119.259,RX,99.9999997516,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/a9c028ff-ae42-4ce8-9ac6-2aef8ef13522,,,a9c028ff-ae42-4ce8-9ac6-2aef8ef13522,afsti2.sonomatechdata.com,realtime2
SF11C4288162390618450,SF11E4722855,50.346,-119.973,RX,15.3846153464,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/09876f2b-d223-4f35-b92d-9ed41219feea,,,09876f2b-d223-4f35-b92d-9ed41219feea,afsti2.sonomatechdata.com,realtime2
SF11C4288162390618450,SF11E4722855,50.346,-119.973,RX,15.3846153464,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/09876f2b-d223-4f35-b92d-9ed41219feea,,,09876f2b-d223-4f35-b92d-9ed41219feea,afsti2.sonomatechdata.com,realtime2
SF11C4288174390618450,SF11E4722770,51.094,-97.963,RX,99.9999997516,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/49c55eab-ecbb-4b44-bd98-5877d4bf7610,,,49c55eab-ecbb-4b44-bd98-5877d4bf7610,afsti2.sonomatechdata.com,realtime2
SF11C4288174390618450,SF11E4722770,51.094,-97.963,RX,99.9999997516,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/49c55eab-ecbb-4b44-bd98-5877d4bf7610,,,49c55eab-ecbb-4b44-bd98-5877d4bf7610,afsti2.sonomatechdata.com,realtime2
SF11C4288175390618450,SF11E4722811,32.056,-100.688,RX,149.999999627,201711050000Z,10.0,TX,,USA,48081,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.0,1.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,Tobosa - Grama grassland,0.0,http://afsti2.sonomatechdata.com/events/b53c4481-a5c8-49a2-b4b7-f62a2b9df67f,236,,b53c4481-a5c8-49a2-b4b7-f62a2b9df67f,afsti2.sonomatechdata.com,realtime2
SF11C4288175390618450,SF11E4722811,32.056,-100.688,RX,149.999999627,201711060000Z,10.0,TX,,USA,48081,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.0,1.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,Tobosa - Grama grassland,0.0,http://afsti2.sonomatechdata.com/events/b53c4481-a5c8-49a2-b4b7-f62a2b9df67f,236,,b53c4481-a5c8-49a2-b4b7-f62a2b9df67f,afsti2.sonomatechdata.com,realtime2
SF11C4288180390618450,SF11E4722748,55.55,-116.797,RX,99.9999997516,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/0320c5e0-e4af-4db8-ab07-3ed2d06bf41f,,,0320c5e0-e4af-4db8-ab07-3ed2d06bf41f,afsti2.sonomatechdata.com,realtime2
SF11C4288180390618450,SF11E4722748,55.55,-116.797,RX,99.9999997516,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/0320c5e0-e4af-4db8-ab07-3ed2d06bf41f,,,0320c5e0-e4af-4db8-ab07-3ed2d06bf41f,afsti2.sonomatechdata.com,realtime2
SF11C4288183390618450,SF11E4722745,55.524,-119.527,RX,99.9999997516,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/872d2731-e63d-41c4-8c5d-692cf4f0202a,,,872d2731-e63d-41c4-8c5d-692cf4f0202a,afsti2.sonomatechdata.com,realtime2
SF11C4288183390618450,SF11E4722745,55.524,-119.527,RX,99.9999997516,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/872d2731-e63d-41c4-8c5d-692cf4f0202a,,,872d2731-e63d-41c4-8c5d-692cf4f0202a,afsti2.sonomatechdata.com,realtime2
SF11C4288196390618450,SF11E4722853,51.92,-100.619,RX,99.9999997516,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/d62d0d4c-8d6b-44d7-a048-5c8a499ad292,,,d62d0d4c-8d6b-44d7-a048-5c8a499ad292,afsti2.sonomatechdata.com,realtime2
SF11C4288196390618450,SF11E4722853,51.92,-100.619,RX,99.9999997516,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/d62d0d4c-8d6b-44d7-a048-5c8a499ad292,,,d62d0d4c-8d6b-44d7-a048-5c8a499ad292,afsti2.sonomatechdata.com,realtime2
SF11C4288197390618450,SF11E4722932,39.716,-122.87,RX,45.9999998858,201711050000Z,10.0,CA,,USA,06045,2810015000,1.0,3.2,1.9,0.6,0.7,1.7,0.45,0.02,24.5,1.3,0.0,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,Douglas-fir - Sugar pine - Tanoak forest,19.3,http://afsti2.sonomatechdata.com/events/7ec027e6-97bb-4546-a20d-96a2f2ae112e,7,,7ec027e6-97bb-4546-a20d-96a2f2ae112e,afsti2.sonomatechdata.com,realtime2
SF11C4288197390618450,SF11E4722932,39.716,-122.87,RX,45.9999998858,201711060000Z,10.0,CA,,USA,06045,2810015000,1.0,3.2,1.9,0.6,0.7,1.7,0.45,0.02,24.5,1.3,0.0,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,Douglas-fir - Sugar pine - Tanoak forest,19.3,http://afsti2.sonomatechdata.com/events/7ec027e6-97bb-4546-a20d-96a2f2ae112e,7,,7ec027e6-97bb-4546-a20d-96a2f2ae112e,afsti2.sonomatechdata.com,realtime2
SF11C4288198390618450,SF11E4722765,36.766,-120.204,RX,99.9999997516,201711050000Z,10.0,CA,,USA,06019,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,1.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,Urban,0.0,http://afsti2.sonomatechdata.com/events/d04f560d-a7ed-465a-9b86-88cc066553f8,0,,d04f560d-a7ed-465a-9b86-88cc066553f8,afsti2.sonomatechdata.com,realtime2
SF11C4288198390618450,SF11E4722765,36.766,-120.204,RX,99.9999997516,201711060000Z,10.0,CA,,USA,06019,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,1.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,Urban,0.0,http://afsti2.sonomatechdata.com/events/d04f560d-a7ed-465a-9b86-88cc066553f8,0,,d04f560d-a7ed-465a-9b86-88cc066553f8,afsti2.sonomatechdata.com,realtime2
SF11C4288199390618450,SF11E4722734,26.41,-98.965,RX,199.999999503,201711050000Z,10.0,TX,,USA,48427,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.4,0.0,0.0,0.1,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,Mesquite savanna,0.21,http://afsti2.sonomatechdata.com/events/c015cb58-d35f-4c08-8da4-77b505488bac,232,,c015cb58-d35f-4c08-8da4-77b505488bac,afsti2.sonomatechdata.com,realtime2
SF11C4288199390618450,SF11E4722734,26.41,-98.965,RX,199.999999503,201711060000Z,10.0,TX,,USA,48427,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.4,0.0,0.0,0.1,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,Mesquite savanna,0.21,http://afsti2.sonomatechdata.com/events/c015cb58-d35f-4c08-8da4-77b505488bac,232,,c015cb58-d35f-4c08-8da4-77b505488bac,afsti2.sonomatechdata.com,realtime2
SF11C4288200390618450,SF11E4722940,52.641,-107.14,RX,99.9999997516,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/cabefbf1-dee0-4c07-b4c6-13d84e0b87ae,,,cabefbf1-dee0-4c07-b4c6-13d84e0b87ae,afsti2.sonomatechdata.com,realtime2
SF11C4288200390618450,SF11E4722940,52.641,-107.14,RX,99.9999997516,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/cabefbf1-dee0-4c07-b4c6-13d84e0b87ae,,,cabefbf1-dee0-4c07-b4c6-13d84e0b87ae,afsti2.sonomatechdata.com,realtime2
SF11C4288201390618450,SF11E4722872,53.018,-108.324,RX,99.9999997516,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/ed69914b-7477-4b1f-993d-d95aa8980acd,,,ed69914b-7477-4b1f-993d-d95aa8980acd,afsti2.sonomatechdata.com,realtime2
SF11C4288201390618450,SF11E4722872,53.018,-108.324,RX,99.9999997516,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/ed69914b-7477-4b1f-993d-d95aa8980acd,,,ed69914b-7477-4b1f-993d-d95aa8980acd,afsti2.sonomatechdata.com,realtime2
SF11C4288202390618450,SF11E4722892,54.293,-111.893,RX,99.9999997516,201711050000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/9294c8de-4504-4451-a678-863d751e3b18,,,9294c8de-4504-4451-a678-863d751e3b18,afsti2.sonomatechdata.com,realtime2
SF11C4288202390618450,SF11E4722892,54.293,-111.893,RX,99.9999997516,201711060000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://afsti2.sonomatechdata.com/events/9294c8de-4504-4451-a678-863d751e3b18,,,9294c8de-4504-4451-a678-863d751e3b18,afsti2.sonomatechdata.com,realtime2
